PatientID,FirstName,LastName,MiddleName,SSN,PhoneNumber,Gender,DOB,Address,ModifiedDate,HospitalName,age,age_group,is_minor
HOSP_A_HOSP1-000045,Jennifer,Clark,C,893-89-4594,(715)588-6492,Male,2010-12-10,"PSC 1154, Box 8342, APO AE 38751",2020-12-04,Hospital A,14,Child,True
HOSP_A_HOSP1-000046,James,Perez,N,795-56-0821,+1-406-263-5986x131,Male,1948-12-06,"901 Lisa Falls, Port Kelli, PR 48174",2023-09-10,Hospital A,76,Senior,False
HOSP_A_HOSP1-000047,Michelle,Cox,W,434-10-6913,345-899-4558x8690,Female,2020-05-28,"55060 Jacobs Course, West Saraport, WI 36788",2024-08-19,Hospital A,5,Child,True
HOSP_A_HOSP1-000048,Jose,Jones,P,055-13-9481,285-930-1581x57304,Male,1963-08-02,"51037 Hall Road Suite 491, East Jonathanhaven, DC 37067",2023-12-28,Hospital A,62,Senior,False
HOSP_A_HOSP1-000049,John,Landry,T,700-48-3445,444-446-3312,Female,1985-11-30,"39227 Romero Lakes, Lake Cody, GU 96439",2020-12-07,Hospital A,39,Adult,False
HOSP_A_HOSP1-000050,Tyler,Henry,A,863-75-1567,677-280-3183,Female,1927-06-16,"7275 Lewis Orchard, New Jennifer, IL 18475",2020-07-16,Hospital A,98,Senior,False
HOSP_A_HOSP1-000051,Lisa,Owens,K,417-24-7283,(999)345-1513,Male,2003-04-13,"251 Heather Extension, Jeffreyberg, VT 35561",2024-10-17,Hospital A,22,Adult,False
HOSP_A_HOSP1-000052,Anna,Rodriguez,C,139-54-8162,846.957.5952x0696,Female,1949-03-01,"881 Clark Mount Suite 969, Cookemouth, HI 80243",2024-09-03,Hospital A,76,Senior,False
HOSP_A_HOSP1-000053,Jonathan,Brown,X,157-38-7244,001-962-546-6779x438,Female,1954-08-20,"54754 David Locks, Romeroville, MD 70176",2024-03-26,Hospital A,70,Senior,False
HOSP_A_HOSP1-000054,Sarah,Gilbert,U,067-29-5931,940.689.6878x5534,Male,1986-11-27,"4963 Young Bypass Suite 349, Robertstad, OR 97787",2021-08-09,Hospital A,38,Adult,False
HOSP_A_HOSP1-000055,Tara,Singh,N,846-32-1264,+1-759-627-1341x358,Male,1992-12-31,"758 Janet Fields Apt. 548, Deanstad, IL 74262",2021-03-22,Hospital A,32,Adult,False
HOSP_A_HOSP1-000056,Kathryn,Arnold,S,078-98-1628,501.783.3020,Female,1970-06-12,"545 Price Courts, Port Susanview, ME 22151",2022-01-13,Hospital A,55,Adult,False
HOSP_A_HOSP1-000057,Brandon,Zhang,W,610-46-3683,266.232.0248x59530,Female,1957-06-27,"117 Levy Heights Suite 968, Wendymouth, NM 42855",2020-09-19,Hospital A,68,Senior,False
HOSP_A_HOSP1-000058,Krystal,Aguirre,V,632-58-5614,495-740-0408x8538,Female,2012-12-01,"7279 Anthony Ports Suite 979, Margaretmouth, TX 06638",2020-07-31,Hospital A,12,Child,True
HOSP_A_HOSP1-000059,Linda,Jackson,B,098-66-0957,617-842-2891x73984,Male,1943-04-17,"USS Warren, FPO AP 26128",2022-06-20,Hospital A,82,Senior,False
HOSP_A_HOSP1-000060,Thomas,Porter,J,876-75-7662,001-584-453-7956x408,Male,1980-06-25,"083 Mcmahon Inlet, Garciahaven, IA 71291",2022-02-20,Hospital A,45,Adult,False
HOSP_A_HOSP1-000061,Andrew,Hughes,M,071-70-5012,920.562.4448,Male,2018-11-10,"2981 Justin Courts Suite 973, Lake Crystalbury, LA 49697",2020-05-23,Hospital A,6,Child,True
HOSP_A_HOSP1-000062,Jane,Walter,C,189-76-6583,001-214-955-1611,Female,1974-02-04,"24812 John Shoal Suite 954, Padillaside, GU 77418",2024-04-03,Hospital A,51,Adult,False
HOSP_A_HOSP1-000063,Jack,Oliver,M,468-75-8091,844.706.2242x0539,Female,1937-07-11,"65614 Zachary Way Apt. 306, South Christopher, RI 58332",2024-02-26,Hospital A,88,Senior,False
HOSP_A_HOSP1-000064,Lauren,Hernandez,C,771-95-3140,(695)273-5206x4793,Female,2012-08-07,"4716 Herman Knolls Suite 765, West Raymond, WI 95978",2022-05-17,Hospital A,12,Child,True
HOSP_A_HOSP1-000065,Laura,Johnson,F,383-12-0729,753-334-1343,Male,1941-07-02,"735 Moore Mill, Farmertown, TN 32526",2023-01-21,Hospital A,84,Senior,False
HOSP_A_HOSP1-000066,Sherry,Mcguire,C,251-24-7359,+1-714-950-0781x0169,Female,2003-11-01,"41760 William Valley Apt. 272, Samuelville, UT 08585",2021-06-11,Hospital A,21,Adult,False
HOSP_A_HOSP1-000067,Jennifer,Christensen,S,750-10-1935,669-543-6018x032,Female,1936-01-10,"USS Parsons, FPO AE 21075",2020-03-03,Hospital A,89,Senior,False
HOSP_A_HOSP1-000068,Amanda,Lee,T,691-09-8851,290.589.1138x61869,Male,2007-03-20,"034 Rodriguez Burgs Suite 469, Christopherstad, NC 50052",2023-09-24,Hospital A,18,Adult,False
HOSP_A_HOSP1-000069,David,Shaw,P,204-05-2670,+1-621-476-2465x25661,Female,1929-03-10,"2721 Schwartz Overpass, Brandibury, GU 29255",2023-01-26,Hospital A,96,Senior,False
HOSP_A_HOSP1-000070,John,Sanchez,G,240-28-8324,+1-552-578-1512x4835,Male,2005-11-19,"462 Meghan Pass, Anthonyview, UT 16011",2021-11-13,Hospital A,19,Adult,False
HOSP_A_HOSP1-000071,Rachel,Bailey,R,616-88-9735,882.901.8546x3763,Male,1969-03-07,"77381 Jennifer Mountain, Keithport, GU 34188",2021-04-03,Hospital A,56,Adult,False
HOSP_A_HOSP1-000072,Daisy,Perez,J,854-65-9302,336.436.9239x39294,Male,1932-12-08,"7344 Lisa Island, Jamiebury, SC 47055",2024-05-27,Hospital A,92,Senior,False
HOSP_A_HOSP1-000073,Neil,Mitchell,J,268-56-7425,914-917-2592,Male,2000-03-31,"87768 Jenkins Square Apt. 053, Amybury, AR 77746",2024-01-06,Hospital A,25,Adult,False
HOSP_A_HOSP1-000074,Timothy,Johnson,J,657-54-6177,(935)447-3838x9000,Male,1967-12-11,"USS Miller, FPO AP 54190",2024-03-31,Hospital A,57,Adult,False
HOSP_A_HOSP1-000075,Elizabeth,Gonzalez,U,320-52-0859,001-763-235-0999,Female,1941-07-26,"3704 Jamie Flats, Briggsburgh, VT 47236",2021-08-01,Hospital A,84,Senior,False
HOSP_A_HOSP1-000076,Jamie,Garrett,E,194-73-5785,920-937-8226x078,Male,2011-09-26,"294 Ashley Glens Apt. 559, Jameston, LA 52790",2024-02-08,Hospital A,13,Child,True
HOSP_A_HOSP1-000077,James,Brown,A,176-25-0447,453-799-4188x9262,Female,1945-12-28,"318 William Union, East Michaelstad, CO 72861",2021-09-15,Hospital A,79,Senior,False
HOSP_A_HOSP1-000078,Marilyn,Mitchell,D,836-65-0318,001-714-238-7355,Male,1939-02-07,"607 Timothy Union, Lake Michael, AL 76508",2021-09-03,Hospital A,86,Senior,False
HOSP_A_HOSP1-000079,Lisa,Hardy,B,471-14-5082,8466255097,Female,1977-01-16,"8048 Joseph River Apt. 119, North Carolberg, MD 76883",2024-05-04,Hospital A,48,Adult,False
HOSP_A_HOSP1-000080,Daniel,Sloan,N,778-37-5243,(686)864-6696x658,Male,1986-01-05,"59280 Natalie Bypass Apt. 271, Lake Devintown, VA 40767",2022-09-03,Hospital A,39,Adult,False
HOSP_A_HOSP1-000081,Courtney,Fritz,L,616-22-9525,+1-646-638-0584x714,Male,2011-12-17,"8800 Jennifer Loop, Port Zoeport, VI 27777",2022-04-04,Hospital A,13,Child,True
HOSP_A_HOSP1-000082,Melissa,Mcdonald,K,716-23-4752,001-336-742-2644x4943,Female,2016-01-26,"989 Robert Canyon, New Lori, WV 11888",2024-06-23,Hospital A,9,Child,True
HOSP_A_HOSP1-000083,Erica,Schmidt,G,175-89-1270,477-887-3251x1772,Male,1960-02-16,"502 Lewis Oval, West Brandon, NY 51215",2022-10-09,Hospital A,65,Senior,False
HOSP_A_HOSP1-000084,Sandra,Castillo,C,015-27-9810,2846671152,Male,2013-12-24,"61975 Kimberly Glens Suite 804, Alexandraland, PA 89689",2022-02-06,Hospital A,11,Child,True
HOSP_A_HOSP1-000085,Jennifer,Webb,F,500-75-0894,+1-248-263-6181x1260,Male,1933-09-09,"684 Morrison Fall Apt. 172, Lake Karla, KY 33570",2022-01-16,Hospital A,91,Senior,False
HOSP_A_HOSP1-000086,Damon,Curtis,W,036-61-3492,661-809-7367,Female,1936-09-30,"997 Bryan Streets, West Robert, MT 69243",2020-06-14,Hospital A,88,Senior,False
HOSP_A_HOSP1-000087,Jeffrey,Hall,Q,458-97-0541,+1-252-997-6192,Female,2012-03-02,"3956 Foster Highway Suite 029, Andrewchester, IN 33036",2020-02-14,Hospital A,13,Child,True
HOSP_A_HOSP1-000088,Anna,Dalton,C,465-91-9361,577-532-0307x00461,Female,1932-04-09,"57703 Davis Stravenue, West Rebecca, AK 80004",2021-07-29,Hospital A,93,Senior,False
HOSP_A_HOSP1-000089,Carlos,Hughes,E,862-35-1975,470.460.7100x19032,Male,1997-07-17,"6650 John Rapids Suite 716, North Melaniebury, CA 18081",2020-06-18,Hospital A,28,Adult,False
HOSP_A_HOSP1-000090,Erin,Knapp,G,224-60-1021,997.844.0702,Female,1993-03-02,"213 Rodriguez Port, North Noahborough, KS 87726",2020-11-14,Hospital A,32,Adult,False
HOSP_A_HOSP1-000091,Bradley,Sanchez,U,549-03-6962,+1-846-211-9322x3634,Male,1999-03-21,"USNV Gonzalez, FPO AA 76714",2021-10-09,Hospital A,26,Adult,False
HOSP_A_HOSP1-000092,John,Hines,B,824-65-8460,001-636-441-7697x85954,Female,2013-09-27,"700 Cruz Union, Amybury, AZ 75822",2020-08-25,Hospital A,11,Child,True
HOSP_A_HOSP1-000093,Paul,Evans,M,463-08-8911,001-269-564-2608x42092,Female,1993-07-17,"Unit 5848 Box 7660, DPO AP 64007",2020-03-18,Hospital A,32,Adult,False
HOSP_A_HOSP1-000094,Cynthia,Goodwin,N,784-31-8508,7533319131,Female,1933-02-18,"14425 Melissa Mountains Apt. 777, Christopherhaven, ME 51901",2022-03-09,Hospital A,92,Senior,False
HOSP_A_HOSP1-000095,Marisa,Fowler,N,706-92-8336,001-697-795-8916x301,Male,1982-03-13,"PSC 5917, Box 5889, APO AP 18395",2023-01-12,Hospital A,43,Adult,False
HOSP_A_HOSP1-000096,Kathryn,Norton,I,307-95-3419,7399105485,Female,2009-08-23,"256 Brian Plains, East Melissafurt, NJ 44204",2021-12-16,Hospital A,15,Child,True
HOSP_A_HOSP1-000097,Joseph,Graham,X,506-82-7567,+1-956-527-2732,Female,1967-12-25,"10079 Ford Ways Apt. 581, North Josephland, IN 75236",2022-08-13,Hospital A,57,Adult,False
HOSP_A_HOSP1-000098,Aaron,Montoya,C,739-76-7495,264.449.8107,Male,1982-12-19,"4275 Dean Crescent, South Grantbury, SD 55871",2020-03-14,Hospital A,42,Adult,False
HOSP_A_HOSP1-000099,Kevin,Edwards,U,299-90-9449,2956517501,Female,2024-09-09,"76144 Mary Shores Apt. 654, Port Ashleymouth, NC 50796",2022-06-16,Hospital A,0,Child,True
HOSP_A_HOSP1-000100,Brian,Gilmore,Q,607-68-8061,474.931.8043x0600,Female,1998-05-21,"333 Elijah Greens Suite 104, New Steve, TX 80995",2022-03-28,Hospital A,27,Adult,False
HOSP_A_HOSP1-000101,Nicholas,Shepard,B,205-33-2223,001-589-970-6407,Male,2015-04-23,"8277 Sanchez Corner, Wallacehaven, GU 40704",2021-07-05,Hospital A,10,Child,True
HOSP_A_HOSP1-000102,Michael,Montgomery,O,483-98-9721,+1-768-829-5766x0400,Female,1938-11-08,"1161 Maldonado Isle Suite 333, Davidfort, AR 32360",2023-09-05,Hospital A,86,Senior,False
HOSP_A_HOSP1-000103,William,Martin,S,413-97-5964,(739)214-9886x209,Female,2000-09-11,"5720 David Prairie Apt. 921, Keithmouth, PA 53379",2020-06-01,Hospital A,24,Adult,False
HOSP_A_HOSP1-000104,Erin,Wilson,K,696-90-7804,557.762.5005x54878,Female,1943-04-23,"24401 Butler Passage, New Hunterborough, TX 52959",2022-09-25,Hospital A,82,Senior,False
HOSP_A_HOSP1-000105,Betty,Ferguson,N,672-01-5793,223-206-0683x0684,Female,1947-03-15,"4762 Cynthia Overpass Suite 560, Reillyport, NY 40562",2024-04-25,Hospital A,78,Senior,False
HOSP_A_HOSP1-000106,Walter,Tucker,Y,794-12-9877,447.297.1417x0666,Male,1929-05-17,"5906 Baxter Track Apt. 999, West Lindsey, MO 66237",2024-09-17,Hospital A,96,Senior,False
HOSP_A_HOSP1-000107,Brianna,Odonnell,J,409-60-0222,288.340.6626x821,Male,1957-01-19,"104 Matthew Green Apt. 501, New Richard, ND 37277",2022-03-25,Hospital A,68,Senior,False
HOSP_A_HOSP1-000108,Randall,Washington,C,832-87-6112,817-551-0235,Female,1938-01-21,"39231 Bowen Hill, Kimberlyshire, KS 80954",2020-08-18,Hospital A,87,Senior,False
HOSP_A_HOSP1-000109,Evelyn,Taylor,E,387-84-3456,312-865-7194x81224,Female,1953-10-20,"30482 Laurie Dam, Ruizville, MA 20740",2022-10-03,Hospital A,71,Senior,False
HOSP_A_HOSP1-000110,Kelly,Flores,V,350-88-0467,001-894-453-2369x0684,Male,1931-01-22,"9160 Bates Valley Suite 357, Jordanfurt, AZ 08782",2020-12-25,Hospital A,94,Senior,False
HOSP_A_HOSP1-000111,Anna,Copeland,K,549-69-2664,334.740.5199x35922,Male,1961-12-02,"12713 Larson Ports Apt. 390, Moorehaven, MA 27729",2022-10-28,Hospital A,63,Senior,False
HOSP_A_HOSP1-000112,Cheryl,Weaver,U,295-60-5583,001-441-697-9263x187,Female,2019-09-05,"797 Reginald Station, Mcbridemouth, NJ 45236",2024-07-31,Hospital A,5,Child,True
HOSP_A_HOSP1-000113,Priscilla,Gonzalez,G,651-80-4906,+1-517-521-8604x161,Female,2015-07-10,"40836 Derek Parkway, Lake Michael, AS 95355",2022-12-13,Hospital A,10,Child,True
HOSP_A_HOSP1-000114,Charles,Vasquez,B,023-69-6399,001-772-966-4357,Male,2009-01-15,"28854 Melissa Unions, East Sallyhaven, MD 80806",2020-11-13,Hospital A,16,Child,True
HOSP_A_HOSP1-000115,Stephanie,Bryant,M,500-73-3418,546-398-2687,Female,2012-08-28,"585 David Burg Suite 001, Port Crystalfurt, WA 99187",2023-01-18,Hospital A,12,Child,True
HOSP_A_HOSP1-000116,Andrew,Young,O,408-98-3729,001-568-662-1342x43924,Male,1987-12-25,"57409 Lori Mall, Evanville, UT 09129",2020-04-24,Hospital A,37,Adult,False
HOSP_A_HOSP1-000117,Samantha,Jacobs,U,472-20-0665,637-526-3082x7548,Female,1924-03-02,"15734 Quinn Isle, Manuelborough, AZ 02290",2024-08-19,Hospital A,101,Senior,False
HOSP_A_HOSP1-000118,Michael,Oneal,Z,451-92-7848,+1-861-446-5530x61334,Female,1945-10-20,"13560 David Gateway, Jameshaven, ME 83762",2021-07-17,Hospital A,79,Senior,False
HOSP_A_HOSP1-000119,Jennifer,May,L,642-59-5577,594-378-7974x03172,Male,2010-12-24,"21206 Martin Inlet Suite 053, Lamhaven, VA 44458",2024-02-02,Hospital A,14,Child,True
HOSP_A_HOSP1-000120,Teresa,Hall,B,469-26-9475,342-931-7734x010,Male,1963-04-13,"772 Branch Field Apt. 282, Lake Caitlyn, ME 15058",2023-08-14,Hospital A,62,Senior,False
HOSP_A_HOSP1-000121,Janet,Conner,Z,381-28-4421,590.569.2467x20855,Male,1984-05-25,"46799 Kathryn Greens, Brandonchester, PR 60474",2021-08-25,Hospital A,41,Adult,False
HOSP_A_HOSP1-000122,Omar,Mercado,T,269-90-7192,(339)628-2660x00999,Male,2015-03-07,"15118 Jones Village, East Jamie, AR 94130",2021-05-20,Hospital A,10,Child,True
HOSP_A_HOSP1-000123,Shawn,Santos,V,081-31-0481,+1-945-295-4676x169,Female,2016-05-01,"0174 Richard Lane, Lake John, UT 01013",2020-06-28,Hospital A,9,Child,True
HOSP_A_HOSP1-000124,Jeremy,Martinez,G,821-65-6318,+1-704-200-5300,Female,2019-12-27,"3063 Ryan Centers, Michealshire, UT 38801",2024-01-22,Hospital A,5,Child,True
HOSP_A_HOSP1-000125,Bob,Thomas,W,035-24-5812,915-603-8111x92571,Male,2019-10-16,"0880 Alejandro Bypass, New David, GA 35865",2021-05-09,Hospital A,5,Child,True
HOSP_A_HOSP1-000126,Autumn,Brewer,I,155-65-4013,507-408-4897x072,Male,2004-03-02,"36855 Hunt Alley Suite 343, East Madelinemouth, WY 38479",2023-02-17,Hospital A,21,Adult,False
HOSP_A_HOSP1-000127,Virginia,Larsen,D,332-63-2714,(748)694-6367x335,Male,1987-12-08,"023 Becker River Apt. 678, West Jeffreyville, SC 35660",2021-11-24,Hospital A,37,Adult,False
HOSP_A_HOSP1-000128,Amber,Cervantes,R,203-36-7670,(945)273-6565,Female,2023-01-25,"804 Angela Bypass Suite 799, Salazarhaven, GA 96727",2022-10-15,Hospital A,2,Child,True
HOSP_A_HOSP1-000129,Justin,Roberts,Q,442-20-1090,351-916-0290x369,Male,1999-11-03,"992 Robinson Extensions, Patrickhaven, VA 27942",2023-03-08,Hospital A,25,Adult,False
HOSP_A_HOSP1-000130,Richard,Hubbard,Y,614-26-6502,(315)448-6444,Female,1944-01-01,"Unit 5324 Box 5442, DPO AA 95924",2023-02-08,Hospital A,81,Senior,False
HOSP_A_HOSP1-000131,Peter,Phillips,L,823-71-3272,5013254365,Female,1994-05-18,"6333 Karen Springs, West Larry, MD 84710",2024-04-25,Hospital A,31,Adult,False
HOSP_A_HOSP1-000132,Kyle,Hernandez,S,440-52-0834,(718)309-8956,Male,1976-07-17,"6194 Thomas Highway, Joshuaview, KS 03199",2024-05-08,Hospital A,49,Adult,False
HOSP_A_HOSP1-000133,Hunter,Jacobs,X,442-13-3434,517-843-1285x4506,Male,1972-06-01,"953 Lozano Fields Apt. 476, Jeffreyberg, WA 39066",2022-10-24,Hospital A,53,Adult,False
HOSP_A_HOSP1-000134,Jennifer,Grant,S,178-33-9529,911.464.8807x664,Male,1943-06-21,"2992 Turner Roads, Markborough, RI 65981",2021-12-31,Hospital A,82,Senior,False
HOSP_A_HOSP1-000135,Ryan,Johnson,F,804-80-1224,(833)607-6598x180,Female,1940-04-29,"01131 Daniel Trace, North Sandra, GA 87904",2022-12-07,Hospital A,85,Senior,False
HOSP_A_HOSP1-000136,Tara,Wells,D,899-61-8223,+1-734-528-5959x683,Female,2018-06-11,"788 Karen Spurs Suite 994, East Jerry, DC 27349",2020-04-02,Hospital A,7,Child,True
HOSP_A_HOSP1-000137,Julie,Moran,X,748-06-7908,001-246-268-8820,Male,1969-05-09,"373 John Cliffs, Ellisport, FL 98028",2021-05-03,Hospital A,56,Adult,False
